mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:upprall
84	81	1499/6	1499/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	840										
84	81	501/2	501/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	841										
84	81	752/3	752/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	842										
84	81	1505/6	1505/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	843										
84	81	248	248	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	844										
84	81	1489/6	1489/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	845										
84	81	745/3	745/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	846										
84	81	249	249	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	847										
84	81	1495/6	1495/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	848										
84	81	748/3	748/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	849										
84	81	250	250	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	850										
84	81	1501/6	1501/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	851										
84	81	751/3	751/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	852										
85	82	503/2	503/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	853										
85	82	755/3	755/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	854										
85	82	1511/6	1511/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	855										
85	82	505/2	505/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	856										
85	82	758/3	758/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	857										
85	82	1517/6	1517/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	858										
85	82	507/2	507/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	859										
85	82	761/3	761/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	860										
85	82	1523/6	1523/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	861										
85	82	251	251	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	862										
85	82	1507/6	1507/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	863										
85	82	754/3	754/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	864										
85	82	252	252	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	865										
85	82	1513/6	1513/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	866										
85	82	757/3	757/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	867										
85	82	253	253	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	868										
85	82	1519/6	1519/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	869										
85	82	760/3	760/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	870										
86	83	255	255	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	871										
86	83	1531/6	1531/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	872										
86	83	766/3	766/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	873										
86	83	511/2	511/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	874										
86	83	767/3	767/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	875										
86	83	1535/6	1535/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	876										
86	83	256	256	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	877										
86	83	1537/6	1537/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	878										
86	83	769/3	769/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	879										
86	83	513/2	513/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	880										
86	83	770/3	770/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	881										
86	83	1541/6	1541/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	882										
86	83	254	254	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	883										
86	83	1525/6	1525/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	884										
86	83	763/3	763/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	885										
86	83	509/2	509/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	886										
86	83	764/3	764/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	887										
86	83	1529/6	1529/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	888										
87	84	1543/6	1543/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	889										
87	84	772/3	772/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	890										
87	84	773/3	773/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	891										
87	84	1547/6	1547/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	892										
87	84	1549/6	1549/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	893										
87	84	775/3	775/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	894										
87	84	776/3	776/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	895										
87	84	1553/6	1553/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	896										
87	84	1555/6	1555/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	897										
87	84	778/3	778/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	898										
87	84	779/3	779/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	899										
87	84	1559/6	1559/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	900										
87	84	257	257	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	901		articStaccatissimoAbove								
87	84	515/2	515/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	902		articStaccatissimoAbove								
87	84	258	258	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	903		articStaccatissimoAbove								
87	84	517/2	517/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	904		articStaccatissimoAbove								
87	84	259	259	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	905		articStaccatissimoAbove								
87	84	519/2	519/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	906		articStaccatissimoAbove								
88	85	1561/6	1561/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	907										
88	85	781/3	781/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	908										
88	85	782/3	782/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	909										
88	85	1565/6	1565/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	910										
88	85	1567/6	1567/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	911										
88	85	784/3	784/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	912										
88	85	785/3	785/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	913										
88	85	1571/6	1571/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	914										
88	85	1573/6	1573/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	915										
88	85	787/3	787/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	916										
88	85	788/3	788/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	917										
88	85	1577/6	1577/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	918										
88	85	260	260	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	919		articStaccatissimoAbove								
88	85	521/2	521/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	920		articStaccatissimoAbove								
88	85	261	261	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	921		articStaccatissimoAbove								
88	85	523/2	523/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	922		articStaccatissimoAbove								
88	85	262	262	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	923		articStaccatissimoAbove								
88	85	525/2	525/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	924		articStaccatissimoAbove								
89	86	1579/6	1579/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	925										
89	86	790/3	790/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	926										
89	86	791/3	791/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	927										
89	86	1583/6	1583/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	928										
89	86	1585/6	1585/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	929										
89	86	793/3	793/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	930										
89	86	794/3	794/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	931										
89	86	1589/6	1589/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	932										
89	86	1591/6	1591/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	933										
89	86	796/3	796/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	934										
89	86	797/3	797/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	935										
89	86	1595/6	1595/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	936										
89	86	263	263	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	937		articStaccatissimoAbove								
89	86	527/2	527/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	938		articStaccatissimoAbove								
89	86	264	264	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	939		articStaccatissimoAbove								
89	86	529/2	529/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	940		articStaccatissimoAbove								
89	86	265	265	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	941		articStaccatissimoAbove								
89	86	531/2	531/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	942		articStaccatissimoAbove								
90	87	1597/6	1597/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	943										
90	87	799/3	799/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	944										
90	87	800/3	800/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	945										
90	87	1601/6	1601/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	946										
90	87	1603/6	1603/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	947										
90	87	802/3	802/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	948										
90	87	803/3	803/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	949										
90	87	1607/6	1607/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	950										
90	87	1609/6	1609/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	951										
90	87	805/3	805/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	952										
90	87	806/3	806/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	953										
90	87	1613/6	1613/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	954										
90	87	266	266	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	955		articStaccatissimoAbove								
90	87	533/2	533/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	956		articStaccatissimoAbove								
90	87	267	267	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	957		articStaccatissimoBelow								
90	87	535/2	535/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	958		articStaccatissimoBelow								
90	87	268	268	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	959		articStaccatissimoBelow								
90	87	537/2	537/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	960		articStaccatissimoBelow								
91	88	1615/6	1615/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	961										
91	88	808/3	808/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	962										
91	88	809/3	809/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	963										
91	88	1619/6	1619/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	964										
91	88	1621/6	1621/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	965										
91	88	811/3	811/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	966										
91	88	812/3	812/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	967										
91	88	1625/6	1625/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	968										
91	88	1627/6	1627/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	969										
91	88	814/3	814/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	970										
91	88	815/3	815/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	971										
91	88	1631/6	1631/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	972										
91	88	269	269	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	973		articStaccatissimoAbove								
91	88	539/2	539/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	974		articStaccatissimoAbove								
91	88	270	270	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	975		articStaccatissimoAbove								
91	88	541/2	541/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	976		articStaccatissimoAbove								
91	88	271	271	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	977		articStaccatissimoAbove								
91	88	543/2	543/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	978		articStaccatissimoAbove								
92	89	1633/6	1633/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	979										
92	89	817/3	817/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	980										
92	89	818/3	818/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	981										
92	89	1637/6	1637/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	982										
92	89	1639/6	1639/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	983										
92	89	820/3	820/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	984										
92	89	821/3	821/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	985										
92	89	1643/6	1643/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	986										
92	89	1645/6	1645/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	987										
92	89	823/3	823/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	988										
92	89	824/3	824/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	989										
92	89	1649/6	1649/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	990										
92	89	272	272	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	991		articStaccatissimoAbove								
92	89	545/2	545/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	992		articStaccatissimoAbove								
92	89	273	273	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	993		articStaccatissimoAbove								
92	89	547/2	547/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	994		articStaccatissimoAbove								
92	89	274	274	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	995		articStaccatissimoAbove								
92	89	549/2	549/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	996		articStaccatissimoAbove								
93	90	1651/6	1651/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	997										
93	90	826/3	826/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	998										
93	90	827/3	827/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	999										
93	90	1655/6	1655/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1000										
93	90	1657/6	1657/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1001										
93	90	829/3	829/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1002										
93	90	830/3	830/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1003										
93	90	1661/6	1661/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1004										
93	90	1663/6	1663/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1005										
93	90	832/3	832/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1006										
93	90	833/3	833/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1007										
93	90	1667/6	1667/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1008										
93	90	275	275	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1009		articStaccatissimoBelow								
93	90	551/2	551/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1010		articStaccatissimoBelow								
93	90	276	276	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1011		articStaccatissimoBelow								
93	90	553/2	553/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1012		articStaccatissimoBelow								
93	90	277	277	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1013		articStaccatissimoBelow								
93	90	555/2	555/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1014		articStaccatissimoBelow								
94	91	1669/6	1669/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1015										
94	91	835/3	835/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1016										
94	91	836/3	836/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1017										
94	91	1673/6	1673/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1018										
94	91	1675/6	1675/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1019										
94	91	838/3	838/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1020										
94	91	278	278	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1021		articStaccatissimoBelow								
94	91	557/2	557/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1022		articStaccatissimoBelow								
94	91	279	279	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1023		articStaccatissimoBelow								
94	91	559/2	559/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1024		articStaccatissimoBelow								
95	92	283	283	0.0	1/2	1/2	StaffText	3/4	1	1	0							"<font size=""10.7""/><b>poco adagio</b>"							
95	92	283	283	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p									
95	92	283	283	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1025										
95	92	567/2	567/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1026										
95	92	283	283	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1027										
95	92	567/2	567/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1028										
96	93	284	284	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1029									66	
96	93	285	285	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1030										
96	93	286	286	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1031										
96	93	573/2	573/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1032										
96	93	284	284	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1033										
96	93	286	286	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1034										
96	93	573/2	573/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1035										
97	94	287	287	0.0	0	0	Tempo	3/4	1	1	0								allegretto	112.0			1.0		
97	94	287	287	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1036									67	
97	94	288	288	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1037										
97	94	289	289	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
97	94	289	289	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1038										
97	94	579/2	579/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1039										
97	94	287	287	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1040										
97	94	289	289	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1041										
97	94	579/2	579/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1042										
98	95	290	290	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1043									68	
98	95	581/2	581/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1044										
98	95	291	291	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1045									69	
98	95	583/2	583/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1046										
98	95	292	292	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1047									70	
98	95	585/2	585/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1048										
98	95	290	290	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1049										
98	95	291	291	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1050										
98	95	292	292	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1051										
99	96	293	293	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1052										
99	96	1173/4	1173/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1053										
99	96	587/2	587/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1054										
99	96	1175/4	1175/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1055										
99	96	294	294	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	1056										
99	96	294	294	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1057		ornamentTurn								
99	96	1181/4	1181/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1058										
99	96	591/2	591/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1059										
99	96	1183/4	1183/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1060										
99	96	295	295	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1061										
99	96	293	293	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1062										
99	96	587/2	587/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1063										
99	96	294	294	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1064										
100	97	1185/4	1185/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1065										
100	97	593/2	593/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1066										
100	97	1187/4	1187/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1067										
100	97	297	297	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1068										
100	97	1189/4	1189/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1069										
100	97	595/2	595/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1070										
100	97	1191/4	1191/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1071										
100	97	1193/4	1193/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1072										
100	97	597/2	597/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1073										
100	97	1195/4	1195/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1074										
100	97	296	296	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1075										
100	97	298	298	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1076										
101	98	1197/4	1197/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1077										
101	98	599/2	599/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1078										
101	98	1199/4	1199/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1079										
101	98	300	300	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1080										
101	98	1201/4	1201/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1081										
101	98	601/2	601/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1082										
101	98	1203/4	1203/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1083										
101	98	301	301	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
101	98	1205/4	1205/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1084										
101	98	603/2	603/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1085										
101	98	1207/4	1207/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1086										
101	98	299	299	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1087										
